,election_year,fips,election_type,office,seat_status,democratic_raw_votes,republican_raw_votes,gov_raw_county_vote_totals_two_party
74908,2012.0,30075.0,G,GOV,Democratic Open Seat,207.0,785.0,992.0
74909,2016.0,30075.0,G,GOV,Democratic Incumbent,257.0,780.0,1037.0
74910,2020.0,30075.0,G,GOV,Democratic Open Seat,162.0,943.0,1105.0
74936,2004.0,30077.0,G,GOV,Republican Open Seat,1248.0,1446.0,2694.0
74937,2008.0,30077.0,G,GOV,Democratic Incumbent,1716.0,1036.0,2752.0
74938,2012.0,30077.0,G,GOV,Democratic Open Seat,1146.0,1545.0,2691.0
74939,2016.0,30077.0,G,GOV,Democratic Incumbent,1103.0,1639.0,2742.0
74940,2020.0,30077.0,G,GOV,Democratic Open Seat,849.0,2212.0,3061.0
74963,2004.0,30079.0,G,GOV,Republican Open Seat,260.0,457.0,717.0
74964,2008.0,30079.0,G,GOV,Democratic Incumbent,369.0,347.0,716.0
74965,2012.0,30079.0,G,GOV,Democratic Open Seat,216.0,470.0,686.0
74966,2016.0,30079.0,G,GOV,Democratic Incumbent,173.0,501.0,674.0
74967,2020.0,30079.0,G,GOV,Democratic Open Seat,160.0,544.0,704.0
74995,2004.0,30081.0,G,GOV,Republican Open Seat,8775.0,10182.0,18957.0
74996,2008.0,30081.0,G,GOV,Democratic Incumbent,13237.0,8267.0,21504.0
74997,2012.0,30081.0,G,GOV,Democratic Open Seat,8601.0,12647.0,21248.0
74998,2016.0,30081.0,G,GOV,Democratic Incumbent,9455.0,12713.0,22168.0
74999,2020.0,30081.0,G,GOV,Democratic Open Seat,8883.0,18557.0,27440.0
75022,2004.0,30083.0,G,GOV,Republican Open Seat,1679.0,2454.0,4133.0
75023,2008.0,30083.0,G,GOV,Democratic Incumbent,2362.0,2037.0,4399.0
75024,2012.0,30083.0,G,GOV,Democratic Open Seat,1206.0,3247.0,4453.0
75025,2016.0,30083.0,G,GOV,Democratic Incumbent,1085.0,3577.0,4662.0
75026,2020.0,30083.0,G,GOV,Democratic Open Seat,1017.0,4506.0,5523.0
75048,2004.0,30085.0,G,GOV,Republican Open Seat,2377.0,1323.0,3700.0
75049,2008.0,30085.0,G,GOV,Democratic Incumbent,3169.0,866.0,4035.0
75050,2012.0,30085.0,G,GOV,Democratic Open Seat,2182.0,1334.0,3516.0
75051,2016.0,30085.0,G,GOV,Democratic Incumbent,2039.0,1525.0,3564.0
75052,2020.0,30085.0,G,GOV,Democratic Open Seat,1961.0,1859.0,3820.0
75078,2004.0,30087.0,G,GOV,Republican Open Seat,1990.0,1378.0,3368.0
75079,2008.0,30087.0,G,GOV,Democratic Incumbent,2661.0,1075.0,3736.0
75080,2012.0,30087.0,G,GOV,Democratic Open Seat,1692.0,1706.0,3398.0
75081,2016.0,30087.0,G,GOV,Democratic Incumbent,1430.0,2018.0,3448.0
75082,2020.0,30087.0,G,GOV,Democratic Open Seat,1236.0,2363.0,3599.0
75107,2004.0,30089.0,G,GOV,Republican Open Seat,2124.0,2741.0,4865.0
75108,2008.0,30089.0,G,GOV,Democratic Incumbent,3426.0,2199.0,5625.0
75109,2012.0,30089.0,G,GOV,Democratic Open Seat,2055.0,3517.0,5572.0
75110,2016.0,30089.0,G,GOV,Democratic Incumbent,2267.0,3470.0,5737.0
75111,2020.0,30089.0,G,GOV,Democratic Open Seat,1870.0,5346.0,7216.0
75134,2004.0,30091.0,G,GOV,Republican Open Seat,1005.0,949.0,1954.0
75135,2008.0,30091.0,G,GOV,Democratic Incumbent,1353.0,611.0,1964.0
75136,2012.0,30091.0,G,GOV,Democratic Open Seat,782.0,1062.0,1844.0
75137,2016.0,30091.0,G,GOV,Democratic Incumbent,773.0,1033.0,1806.0
75138,2020.0,30091.0,G,GOV,Democratic Open Seat,634.0,1300.0,1934.0
75168,2004.0,30093.0,G,GOV,Republican Open Seat,11161.0,4190.0,15351.0
75169,2008.0,30093.0,G,GOV,Democratic Incumbent,14103.0,2665.0,16768.0
75170,2012.0,30093.0,G,GOV,Democratic Open Seat,12046.0,4188.0,16234.0
75171,2016.0,30093.0,G,GOV,Democratic Incumbent,12007.0,4512.0,16519.0
75172,2020.0,30093.0,G,GOV,Democratic Open Seat,11495.0,6490.0,17985.0
75195,2004.0,30095.0,G,GOV,Republican Open Seat,1774.0,2246.0,4020.0
75196,2008.0,30095.0,G,GOV,Democratic Incumbent,2654.0,1891.0,4545.0
75197,2012.0,30095.0,G,GOV,Democratic Open Seat,1634.0,2894.0,4528.0
75198,2016.0,30095.0,G,GOV,Democratic Incumbent,1748.0,3036.0,4784.0
75199,2020.0,30095.0,G,GOV,Democratic Open Seat,1263.0,4292.0,5555.0
75227,2004.0,30097.0,G,GOV,Republican Open Seat,640.0,1266.0,1906.0
75228,2008.0,30097.0,G,GOV,Democratic Incumbent,898.0,1130.0,2028.0
75229,2012.0,30097.0,G,GOV,Democratic Open Seat,623.0,1434.0,2057.0
75230,2016.0,30097.0,G,GOV,Democratic Incumbent,706.0,1385.0,2091.0
75231,2020.0,30097.0,G,GOV,Democratic Open Seat,553.0,1801.0,2354.0
75259,2004.0,30099.0,G,GOV,Republican Open Seat,1492.0,1748.0,3240.0
75260,2008.0,30099.0,G,GOV,Democratic Incumbent,1973.0,1253.0,3226.0
75261,2012.0,30099.0,G,GOV,Democratic Open Seat,1345.0,1838.0,3183.0
75262,2016.0,30099.0,G,GOV,Democratic Incumbent,1441.0,1777.0,3218.0
75263,2020.0,30099.0,G,GOV,Democratic Open Seat,1053.0,2497.0,3550.0
75286,2004.0,30101.0,G,GOV,Republican Open Seat,1055.0,1133.0,2188.0
75287,2008.0,30101.0,G,GOV,Democratic Incumbent,1203.0,879.0,2082.0
75288,2012.0,30101.0,G,GOV,Democratic Open Seat,776.0,1244.0,2020.0
75289,2016.0,30101.0,G,GOV,Democratic Incumbent,799.0,1214.0,2013.0
75290,2020.0,30101.0,G,GOV,Democratic Open Seat,468.0,1546.0,2014.0
75312,2004.0,30103.0,G,GOV,Republican Open Seat,188.0,259.0,447.0
75313,2008.0,30103.0,G,GOV,Democratic Incumbent,251.0,221.0,472.0
75314,2012.0,30103.0,G,GOV,Democratic Open Seat,168.0,258.0,426.0
75315,2016.0,30103.0,G,GOV,Democratic Incumbent,160.0,276.0,436.0
75316,2020.0,30103.0,G,GOV,Democratic Open Seat,89.0,358.0,447.0
75344,2004.0,30105.0,G,GOV,Republican Open Seat,2215.0,1621.0,3836.0
75345,2008.0,30105.0,G,GOV,Democratic Incumbent,2590.0,1243.0,3833.0
75346,2012.0,30105.0,G,GOV,Democratic Open Seat,1708.0,1979.0,3687.0
75347,2016.0,30105.0,G,GOV,Democratic Incumbent,1465.0,2343.0,3808.0
75348,2020.0,30105.0,G,GOV,Democratic Open Seat,1182.0,2899.0,4081.0
75370,2004.0,30107.0,G,GOV,Republican Open Seat,368.0,583.0,951.0
75371,2008.0,30107.0,G,GOV,Democratic Incumbent,509.0,454.0,963.0
75372,2012.0,30107.0,G,GOV,Democratic Open Seat,338.0,622.0,960.0
75373,2016.0,30107.0,G,GOV,Democratic Incumbent,399.0,547.0,946.0
75374,2020.0,30107.0,G,GOV,Democratic Open Seat,251.0,767.0,1018.0
75397,2004.0,30109.0,G,GOV,Republican Open Seat,218.0,308.0,526.0
75398,2008.0,30109.0,G,GOV,Democratic Incumbent,318.0,223.0,541.0
75399,2012.0,30109.0,G,GOV,Democratic Open Seat,142.0,370.0,512.0
75400,2016.0,30109.0,G,GOV,Democratic Incumbent,143.0,381.0,524.0
75401,2020.0,30109.0,G,GOV,Democratic Open Seat,105.0,465.0,570.0
75431,2004.0,30111.0,G,GOV,Republican Open Seat,33906.0,29699.0,63605.0
75432,2008.0,30111.0,G,GOV,Democratic Incumbent,44107.0,24883.0,68990.0
75433,2012.0,30111.0,G,GOV,Democratic Open Seat,32802.0,33606.0,66408.0
75434,2016.0,30111.0,G,GOV,Democratic Incumbent,33974.0,34467.0,68441.0
75435,2020.0,30111.0,G,GOV,Democratic Open Seat,31152.0,48586.0,79738.0
75494,2002.0,31001.0,G,GOV,Republican Incumbent,2459.0,5552.0,8011.0
75495,2006.0,31001.0,G,GOV,Republican Incumbent,2052.0,8374.0,10426.0
75496,2010.0,31001.0,G,GOV,Republican Incumbent,1823.0,6321.0,8144.0
75497,2014.0,31001.0,G,GOV,Republican Open Seat,3173.0,5065.0,8238.0
75498,2018.0,31001.0,G,GOV,Republican Incumbent,3152.0,7067.0,10219.0
75555,2002.0,31003.0,G,GOV,Republican Incumbent,465.0,1771.0,2236.0
75556,2006.0,31003.0,G,GOV,Republican Incumbent,328.0,2386.0,2714.0
75557,2010.0,31003.0,G,GOV,Republican Incumbent,376.0,2227.0,2603.0
75558,2014.0,31003.0,G,GOV,Republican Open Seat,797.0,1602.0,2399.0
75559,2018.0,31003.0,G,GOV,Republican Incumbent,440.0,2103.0,2543.0
75608,2002.0,31005.0,G,GOV,Republican Incumbent,33.0,199.0,232.0
75609,2006.0,31005.0,G,GOV,Republican Incumbent,21.0,202.0,223.0
75610,2010.0,31005.0,G,GOV,Republican Incumbent,25.0,172.0,197.0
75611,2014.0,31005.0,G,GOV,Republican Open Seat,31.0,143.0,174.0
75612,2018.0,31005.0,G,GOV,Republican Incumbent,31.0,196.0,227.0
75661,2002.0,31007.0,G,GOV,Republican Incumbent,39.0,317.0,356.0
75662,2006.0,31007.0,G,GOV,Republican Incumbent,30.0,291.0,321.0
75663,2010.0,31007.0,G,GOV,Republican Incumbent,56.0,288.0,344.0
75664,2014.0,31007.0,G,GOV,Republican Open Seat,37.0,242.0,279.0
75665,2018.0,31007.0,G,GOV,Republican Incumbent,62.0,254.0,316.0
75715,2002.0,31009.0,G,GOV,Republican Incumbent,56.0,277.0,333.0
75716,2006.0,31009.0,G,GOV,Republican Incumbent,33.0,231.0,264.0
75717,2010.0,31009.0,G,GOV,Republican Incumbent,33.0,252.0,285.0
75718,2014.0,31009.0,G,GOV,Republican Open Seat,38.0,157.0,195.0
75719,2018.0,31009.0,G,GOV,Republican Incumbent,49.0,215.0,264.0
75776,2002.0,31011.0,G,GOV,Republican Incumbent,567.0,1987.0,2554.0
75777,2006.0,31011.0,G,GOV,Republican Incumbent,329.0,2202.0,2531.0
75778,2010.0,31011.0,G,GOV,Republican Incumbent,314.0,1487.0,1801.0
75779,2014.0,31011.0,G,GOV,Republican Open Seat,764.0,1342.0,2106.0
75780,2018.0,31011.0,G,GOV,Republican Incumbent,440.0,1872.0,2312.0
75830,2002.0,31013.0,G,GOV,Republican Incumbent,912.0,2670.0,3582.0
75831,2006.0,31013.0,G,GOV,Republican Incumbent,881.0,3002.0,3883.0
75832,2010.0,31013.0,G,GOV,Republican Incumbent,765.0,2325.0,3090.0
75833,2014.0,31013.0,G,GOV,Republican Open Seat,852.0,2033.0,2885.0
75834,2018.0,31013.0,G,GOV,Republican Incumbent,1096.0,2525.0,3621.0
75881,2002.0,31015.0,G,GOV,Republican Incumbent,195.0,675.0,870.0
75882,2006.0,31015.0,G,GOV,Republican Incumbent,150.0,804.0,954.0
75883,2010.0,31015.0,G,GOV,Republican Incumbent,125.0,698.0,823.0
75884,2014.0,31015.0,G,GOV,Republican Open Seat,299.0,602.0,901.0
75885,2018.0,31015.0,G,GOV,Republican Incumbent,152.0,809.0,961.0
75936,2002.0,31017.0,G,GOV,Republican Incumbent,295.0,1119.0,1414.0
75937,2006.0,31017.0,G,GOV,Republican Incumbent,139.0,1194.0,1333.0
75938,2010.0,31017.0,G,GOV,Republican Incumbent,181.0,1141.0,1322.0
75939,2014.0,31017.0,G,GOV,Republican Open Seat,293.0,761.0,1054.0
75940,2018.0,31017.0,G,GOV,Republican Incumbent,214.0,1151.0,1365.0
75999,2002.0,31019.0,G,GOV,Republican Incumbent,2239.0,7353.0,9592.0
76000,2006.0,31019.0,G,GOV,Republican Incumbent,2517.0,12445.0,14962.0
76001,2010.0,31019.0,G,GOV,Republican Incumbent,2298.0,9700.0,11998.0
76002,2014.0,31019.0,G,GOV,Republican Open Seat,4131.0,8616.0,12747.0
76003,2018.0,31019.0,G,GOV,Republican Incumbent,5154.0,11168.0,16322.0
76062,2002.0,31021.0,G,GOV,Republican Incumbent,747.0,1703.0,2450.0
76063,2006.0,31021.0,G,GOV,Republican Incumbent,703.0,2148.0,2851.0
76064,2010.0,31021.0,G,GOV,Republican Incumbent,636.0,1960.0,2596.0
76065,2014.0,31021.0,G,GOV,Republican Open Seat,1449.0,1305.0,2754.0
76066,2018.0,31021.0,G,GOV,Republican Incumbent,976.0,1973.0,2949.0
76125,2002.0,31023.0,G,GOV,Republican Incumbent,736.0,1952.0,2688.0
76126,2006.0,31023.0,G,GOV,Republican Incumbent,695.0,2722.0,3417.0
76127,2010.0,31023.0,G,GOV,Republican Incumbent,545.0,1945.0,2490.0
76128,2014.0,31023.0,G,GOV,Republican Open Seat,1171.0,1826.0,2997.0
76129,2018.0,31023.0,G,GOV,Republican Incumbent,870.0,2632.0,3502.0
76188,2002.0,31025.0,G,GOV,Republican Incumbent,2104.0,4499.0,6603.0
76189,2006.0,31025.0,G,GOV,Republican Incumbent,2174.0,6938.0,9112.0
76190,2010.0,31025.0,G,GOV,Republican Incumbent,1789.0,5797.0,7586.0
76191,2014.0,31025.0,G,GOV,Republican Open Seat,3057.0,5107.0,8164.0
76192,2018.0,31025.0,G,GOV,Republican Incumbent,3709.0,6923.0,10632.0
76251,2002.0,31027.0,G,GOV,Republican Incumbent,666.0,2648.0,3314.0
76252,2006.0,31027.0,G,GOV,Republican Incumbent,553.0,3088.0,3641.0
76253,2010.0,31027.0,G,GOV,Republican Incumbent,496.0,2606.0,3102.0
76254,2014.0,31027.0,G,GOV,Republican Open Seat,876.0,2050.0,2926.0
76255,2018.0,31027.0,G,GOV,Republican Incumbent,755.0,2775.0,3530.0
76311,2002.0,31029.0,G,GOV,Republican Incumbent,170.0,1145.0,1315.0
76312,2006.0,31029.0,G,GOV,Republican Incumbent,172.0,1398.0,1570.0
76313,2010.0,31029.0,G,GOV,Republican Incumbent,186.0,1400.0,1586.0
76314,2014.0,31029.0,G,GOV,Republican Open Seat,321.0,1030.0,1351.0
76315,2018.0,31029.0,G,GOV,Republican Incumbent,205.0,1354.0,1559.0
76366,2002.0,31031.0,G,GOV,Republican Incumbent,404.0,1747.0,2151.0
76367,2006.0,31031.0,G,GOV,Republican Incumbent,363.0,2310.0,2673.0
76368,2010.0,31031.0,G,GOV,Republican Incumbent,303.0,1835.0,2138.0
76369,2014.0,31031.0,G,GOV,Republican Open Seat,382.0,1749.0,2131.0
76370,2018.0,31031.0,G,GOV,Republican Incumbent,426.0,1979.0,2405.0
76429,2002.0,31033.0,G,GOV,Republican Incumbent,464.0,2247.0,2711.0
76430,2006.0,31033.0,G,GOV,Republican Incumbent,547.0,2633.0,3180.0
76431,2010.0,31033.0,G,GOV,Republican Incumbent,507.0,2665.0,3172.0
76432,2014.0,31033.0,G,GOV,Republican Open Seat,612.0,2137.0,2749.0
76433,2018.0,31033.0,G,GOV,Republican Incumbent,715.0,2534.0,3249.0
76492,2002.0,31035.0,G,GOV,Republican Incumbent,583.0,1539.0,2122.0
76493,2006.0,31035.0,G,GOV,Republican Incumbent,343.0,2250.0,2593.0
76494,2010.0,31035.0,G,GOV,Republican Incumbent,329.0,1861.0,2190.0
76495,2014.0,31035.0,G,GOV,Republican Open Seat,698.0,1348.0,2046.0
76496,2018.0,31035.0,G,GOV,Republican Incumbent,564.0,2122.0,2686.0
76554,2002.0,31037.0,G,GOV,Republican Incumbent,631.0,2121.0,2752.0
76555,2006.0,31037.0,G,GOV,Republican Incumbent,527.0,2322.0,2849.0
76556,2010.0,31037.0,G,GOV,Republican Incumbent,346.0,1512.0,1858.0
76557,2014.0,31037.0,G,GOV,Republican Open Seat,772.0,1121.0,1893.0
76558,2018.0,31037.0,G,GOV,Republican Incumbent,738.0,1765.0,2503.0
76617,2002.0,31039.0,G,GOV,Republican Incumbent,467.0,2405.0,2872.0
76618,2006.0,31039.0,G,GOV,Republican Incumbent,452.0,2665.0,3117.0
76619,2010.0,31039.0,G,GOV,Republican Incumbent,389.0,2375.0,2764.0
76620,2014.0,31039.0,G,GOV,Republican Open Seat,1038.0,1780.0,2818.0
76621,2018.0,31039.0,G,GOV,Republican Incumbent,697.0,2682.0,3379.0
76675,2002.0,31041.0,G,GOV,Republican Incumbent,862.0,3377.0,4239.0
76676,2006.0,31041.0,G,GOV,Republican Incumbent,621.0,4311.0,4932.0
76677,2010.0,31041.0,G,GOV,Republican Incumbent,658.0,3532.0,4190.0
76678,2014.0,31041.0,G,GOV,Republican Open Seat,1249.0,2741.0,3990.0
76679,2018.0,31041.0,G,GOV,Republican Incumbent,778.0,3861.0,4639.0
76738,2002.0,31043.0,G,GOV,Republican Incumbent,1299.0,2802.0,4101.0
76739,2006.0,31043.0,G,GOV,Republican Incumbent,1525.0,3018.0,4543.0
76740,2010.0,31043.0,G,GOV,Republican Incumbent,1197.0,2840.0,4037.0
76741,2014.0,31043.0,G,GOV,Republican Open Seat,1487.0,2141.0,3628.0
76742,2018.0,31043.0,G,GOV,Republican Incumbent,1841.0,2701.0,4542.0
76792,2002.0,31045.0,G,GOV,Republican Incumbent,683.0,1818.0,2501.0
76793,2006.0,31045.0,G,GOV,Republican Incumbent,652.0,2177.0,2829.0
76794,2010.0,31045.0,G,GOV,Republican Incumbent,595.0,2109.0,2704.0
76795,2014.0,31045.0,G,GOV,Republican Open Seat,681.0,1904.0,2585.0
76796,2018.0,31045.0,G,GOV,Republican Incumbent,1188.0,2179.0,3367.0
76855,2002.0,31047.0,G,GOV,Republican Incumbent,1086.0,3915.0,5001.0
76856,2006.0,31047.0,G,GOV,Republican Incumbent,966.0,5687.0,6653.0
76857,2010.0,31047.0,G,GOV,Republican Incumbent,754.0,4138.0,4892.0
76858,2014.0,31047.0,G,GOV,Republican Open Seat,1664.0,3653.0,5317.0
76859,2018.0,31047.0,G,GOV,Republican Incumbent,1706.0,4558.0,6264.0
76908,2002.0,31049.0,G,GOV,Republican Incumbent,107.0,690.0,797.0
76909,2006.0,31049.0,G,GOV,Republican Incumbent,135.0,642.0,777.0
76910,2010.0,31049.0,G,GOV,Republican Incumbent,126.0,648.0,774.0
76911,2014.0,31049.0,G,GOV,Republican Open Seat,104.0,555.0,659.0
76912,2018.0,31049.0,G,GOV,Republican Incumbent,127.0,585.0,712.0
76971,2002.0,31051.0,G,GOV,Republican Incumbent,441.0,1559.0,2000.0
76972,2006.0,31051.0,G,GOV,Republican Incumbent,511.0,1776.0,2287.0
76973,2010.0,31051.0,G,GOV,Republican Incumbent,370.0,1369.0,1739.0
76974,2014.0,31051.0,G,GOV,Republican Open Seat,649.0,1237.0,1886.0
76975,2018.0,31051.0,G,GOV,Republican Incumbent,581.0,1666.0,2247.0
77034,2002.0,31053.0,G,GOV,Republican Incumbent,2649.0,6767.0,9416.0
77035,2006.0,31053.0,G,GOV,Republican Incumbent,2105.0,9903.0,12008.0
77036,2010.0,31053.0,G,GOV,Republican Incumbent,1585.0,7247.0,8832.0
77037,2014.0,31053.0,G,GOV,Republican Open Seat,4166.0,5756.0,9922.0
77038,2018.0,31053.0,G,GOV,Republican Incumbent,4633.0,7457.0,12090.0
77097,2002.0,31055.0,G,GOV,Republican Incumbent,39288.0,77294.0,116582.0
77098,2006.0,31055.0,G,GOV,Republican Incumbent,46509.0,96427.0,142936.0
77099,2010.0,31055.0,G,GOV,Republican Incumbent,41429.0,82922.0,124351.0
77100,2014.0,31055.0,G,GOV,Republican Open Seat,65979.0,74049.0,140028.0
77101,2018.0,31055.0,G,GOV,Republican Incumbent,108235.0,96120.0,204355.0
77157,2002.0,31057.0,G,GOV,Republican Incumbent,187.0,588.0,775.0
77158,2006.0,31057.0,G,GOV,Republican Incumbent,135.0,719.0,854.0
77159,2010.0,31057.0,G,GOV,Republican Incumbent,117.0,694.0,811.0
77160,2014.0,31057.0,G,GOV,Republican Open Seat,136.0,531.0,667.0
77161,2018.0,31057.0,G,GOV,Republican Incumbent,119.0,654.0,773.0
77220,2002.0,31059.0,G,GOV,Republican Incumbent,551.0,1761.0,2312.0
77221,2006.0,31059.0,G,GOV,Republican Incumbent,428.0,2071.0,2499.0
77222,2010.0,31059.0,G,GOV,Republican Incumbent,372.0,1537.0,1909.0
77223,2014.0,31059.0,G,GOV,Republican Open Seat,872.0,1330.0,2202.0
77224,2018.0,31059.0,G,GOV,Republican Incumbent,752.0,1790.0,2542.0
77283,2002.0,31061.0,G,GOV,Republican Incumbent,305.0,951.0,1256.0
77284,2006.0,31061.0,G,GOV,Republican Incumbent,323.0,1141.0,1464.0
77285,2010.0,31061.0,G,GOV,Republican Incumbent,262.0,844.0,1106.0
77286,2014.0,31061.0,G,GOV,Republican Open Seat,440.0,838.0,1278.0
77287,2018.0,31061.0,G,GOV,Republican Incumbent,254.0,1109.0,1363.0
77344,2002.0,31063.0,G,GOV,Republican Incumbent,227.0,841.0,1068.0
77345,2006.0,31063.0,G,GOV,Republican Incumbent,166.0,1070.0,1236.0
77346,2010.0,31063.0,G,GOV,Republican Incumbent,144.0,848.0,992.0
77347,2014.0,31063.0,G,GOV,Republican Open Seat,255.0,656.0,911.0
77348,2018.0,31063.0,G,GOV,Republican Incumbent,191.0,857.0,1048.0
77404,2002.0,31065.0,G,GOV,Republican Incumbent,387.0,1659.0,2046.0
77405,2006.0,31065.0,G,GOV,Republican Incumbent,291.0,1734.0,2025.0
77406,2010.0,31065.0,G,GOV,Republican Incumbent,300.0,1546.0,1846.0
77407,2014.0,31065.0,G,GOV,Republican Open Seat,477.0,1100.0,1577.0
77408,2018.0,31065.0,G,GOV,Republican Incumbent,371.0,1767.0,2138.0
77467,2002.0,31067.0,G,GOV,Republican Incumbent,2118.0,4598.0,6716.0
77468,2006.0,31067.0,G,GOV,Republican Incumbent,2182.0,6649.0,8831.0
77469,2010.0,31067.0,G,GOV,Republican Incumbent,2372.0,5090.0,7462.0
77470,2014.0,31067.0,G,GOV,Republican Open Seat,3195.0,3802.0,6997.0
77471,2018.0,31067.0,G,GOV,Republican Incumbent,3092.0,5250.0,8342.0
77509,2002.0,31069.0,G,GOV,Republican Incumbent,137.0,774.0,911.0
77510,2006.0,31069.0,G,GOV,Republican Incumbent,154.0,829.0,983.0
77511,2010.0,31069.0,G,GOV,Republican Incumbent,132.0,670.0,802.0
77512,2014.0,31069.0,G,GOV,Republican Open Seat,112.0,498.0,610.0
77513,2018.0,31069.0,G,GOV,Republican Incumbent,186.0,818.0,1004.0
77564,2002.0,31071.0,G,GOV,Republican Incumbent,155.0,528.0,683.0
77565,2006.0,31071.0,G,GOV,Republican Incumbent,105.0,810.0,915.0
77566,2010.0,31071.0,G,GOV,Republican Incumbent,127.0,749.0,876.0
77567,2014.0,31071.0,G,GOV,Republican Open Seat,203.0,498.0,701.0
77568,2018.0,31071.0,G,GOV,Republican Incumbent,131.0,666.0,797.0
77624,2002.0,31073.0,G,GOV,Republican Incumbent,188.0,668.0,856.0
77625,2006.0,31073.0,G,GOV,Republican Incumbent,115.0,875.0,990.0
77626,2010.0,31073.0,G,GOV,Republican Incumbent,125.0,599.0,724.0
77627,2014.0,31073.0,G,GOV,Republican Open Seat,206.0,513.0,719.0
77628,2018.0,31073.0,G,GOV,Republican Incumbent,150.0,685.0,835.0
77677,2002.0,31075.0,G,GOV,Republican Incumbent,37.0,288.0,325.0
77678,2006.0,31075.0,G,GOV,Republican Incumbent,21.0,297.0,318.0
77679,2010.0,31075.0,G,GOV,Republican Incumbent,25.0,267.0,292.0
77680,2014.0,31075.0,G,GOV,Republican Open Seat,37.0,216.0,253.0
77681,2018.0,31075.0,G,GOV,Republican Incumbent,42.0,260.0,302.0
77738,2002.0,31077.0,G,GOV,Republican Incumbent,349.0,707.0,1056.0
77739,2006.0,31077.0,G,GOV,Republican Incumbent,202.0,837.0,1039.0
77740,2010.0,31077.0,G,GOV,Republican Incumbent,287.0,891.0,1178.0
77741,2014.0,31077.0,G,GOV,Republican Open Seat,335.0,437.0,772.0
77742,2018.0,31077.0,G,GOV,Republican Incumbent,251.0,752.0,1003.0
77801,2002.0,31079.0,G,GOV,Republican Incumbent,3741.0,8869.0,12610.0
77802,2006.0,31079.0,G,GOV,Republican Incumbent,3353.0,13910.0,17263.0
77803,2010.0,31079.0,G,GOV,Republican Incumbent,2876.0,9592.0,12468.0
77804,2014.0,31079.0,G,GOV,Republican Open Seat,5558.0,7741.0,13299.0
77805,2018.0,31079.0,G,GOV,Republican Incumbent,5661.0,11069.0,16730.0
77864,2002.0,31081.0,G,GOV,Republican Incumbent,713.0,2607.0,3320.0
77865,2006.0,31081.0,G,GOV,Republican Incumbent,573.0,3938.0,4511.0
77866,2010.0,31081.0,G,GOV,Republican Incumbent,436.0,2557.0,2993.0
77867,2014.0,31081.0,G,GOV,Republican Open Seat,1077.0,2393.0,3470.0
77868,2018.0,31081.0,G,GOV,Republican Incumbent,904.0,3214.0,4118.0
77925,2002.0,31083.0,G,GOV,Republican Incumbent,294.0,988.0,1282.0
77926,2006.0,31083.0,G,GOV,Republican Incumbent,305.0,1417.0,1722.0
77927,2010.0,31083.0,G,GOV,Republican Incumbent,319.0,1248.0,1567.0
77928,2014.0,31083.0,G,GOV,Republican Open Seat,385.0,881.0,1266.0
77929,2018.0,31083.0,G,GOV,Republican Incumbent,273.0,1231.0,1504.0
77983,2002.0,31085.0,G,GOV,Republican Incumbent,51.0,378.0,429.0
77984,2006.0,31085.0,G,GOV,Republican Incumbent,49.0,333.0,382.0
77985,2010.0,31085.0,G,GOV,Republican Incumbent,70.0,385.0,455.0
77986,2014.0,31085.0,G,GOV,Republican Open Seat,88.0,348.0,436.0
77987,2018.0,31085.0,G,GOV,Republican Incumbent,42.0,353.0,395.0
78043,2002.0,31087.0,G,GOV,Republican Incumbent,212.0,882.0,1094.0
78044,2006.0,31087.0,G,GOV,Republican Incumbent,223.0,898.0,1121.0
78045,2010.0,31087.0,G,GOV,Republican Incumbent,228.0,1009.0,1237.0
78046,2014.0,31087.0,G,GOV,Republican Open Seat,325.0,780.0,1105.0
78047,2018.0,31087.0,G,GOV,Republican Incumbent,191.0,886.0,1077.0
78106,2002.0,31089.0,G,GOV,Republican Incumbent,725.0,3190.0,3915.0
78107,2006.0,31089.0,G,GOV,Republican Incumbent,555.0,3839.0,4394.0
78108,2010.0,31089.0,G,GOV,Republican Incumbent,458.0,3162.0,3620.0
78109,2014.0,31089.0,G,GOV,Republican Open Seat,1108.0,2424.0,3532.0
78110,2018.0,31089.0,G,GOV,Republican Incumbent,823.0,3339.0,4162.0
78158,2002.0,31091.0,G,GOV,Republican Incumbent,72.0,277.0,349.0
78159,2006.0,31091.0,G,GOV,Republican Incumbent,53.0,260.0,313.0
78160,2010.0,31091.0,G,GOV,Republican Incumbent,54.0,294.0,348.0
78161,2014.0,31091.0,G,GOV,Republican Open Seat,57.0,218.0,275.0
78162,2018.0,31091.0,G,GOV,Republican Incumbent,58.0,259.0,317.0
78219,2002.0,31093.0,G,GOV,Republican Incumbent,684.0,1507.0,2191.0
78220,2006.0,31093.0,G,GOV,Republican Incumbent,472.0,2063.0,2535.0
78221,2010.0,31093.0,G,GOV,Republican Incumbent,543.0,1684.0,2227.0
78222,2014.0,31093.0,G,GOV,Republican Open Seat,832.0,1133.0,1965.0
78223,2018.0,31093.0,G,GOV,Republican Incumbent,633.0,1793.0,2426.0
78282,2002.0,31095.0,G,GOV,Republican Incumbent,979.0,2102.0,3081.0
78283,2006.0,31095.0,G,GOV,Republican Incumbent,693.0,2484.0,3177.0
78284,2010.0,31095.0,G,GOV,Republican Incumbent,536.0,1698.0,2234.0
78285,2014.0,31095.0,G,GOV,Republican Open Seat,1018.0,1434.0,2452.0
