,election_year,fips,election_type,office,seat_status,democratic_raw_votes,republican_raw_votes,gov_raw_county_vote_totals_two_party
78286,2018.0,31095.0,G,GOV,Republican Incumbent,944.0,2042.0,2986.0
78345,2002.0,31097.0,G,GOV,Republican Incumbent,617.0,1180.0,1797.0
78346,2006.0,31097.0,G,GOV,Republican Incumbent,448.0,1342.0,1790.0
78347,2010.0,31097.0,G,GOV,Republican Incumbent,504.0,1285.0,1789.0
78348,2014.0,31097.0,G,GOV,Republican Open Seat,728.0,887.0,1615.0
78349,2018.0,31097.0,G,GOV,Republican Incumbent,672.0,1124.0,1796.0
78408,2002.0,31099.0,G,GOV,Republican Incumbent,478.0,1678.0,2156.0
78409,2006.0,31099.0,G,GOV,Republican Incumbent,449.0,2284.0,2733.0
78410,2010.0,31099.0,G,GOV,Republican Incumbent,342.0,1660.0,2002.0
78411,2014.0,31099.0,G,GOV,Republican Open Seat,777.0,1704.0,2481.0
78412,2018.0,31099.0,G,GOV,Republican Incumbent,605.0,2020.0,2625.0
78468,2002.0,31101.0,G,GOV,Republican Incumbent,542.0,2390.0,2932.0
78469,2006.0,31101.0,G,GOV,Republican Incumbent,520.0,2682.0,3202.0
78470,2010.0,31101.0,G,GOV,Republican Incumbent,565.0,2865.0,3430.0
78471,2014.0,31101.0,G,GOV,Republican Open Seat,517.0,1996.0,2513.0
78472,2018.0,31101.0,G,GOV,Republican Incumbent,684.0,2516.0,3200.0
78523,2002.0,31103.0,G,GOV,Republican Incumbent,103.0,419.0,522.0
78524,2006.0,31103.0,G,GOV,Republican Incumbent,58.0,464.0,522.0
78525,2010.0,31103.0,G,GOV,Republican Incumbent,46.0,327.0,373.0
78526,2014.0,31103.0,G,GOV,Republican Open Seat,92.0,275.0,367.0
78527,2018.0,31103.0,G,GOV,Republican Incumbent,43.0,347.0,390.0
78576,2002.0,31105.0,G,GOV,Republican Incumbent,176.0,952.0,1128.0
78577,2006.0,31105.0,G,GOV,Republican Incumbent,275.0,1246.0,1521.0
78578,2010.0,31105.0,G,GOV,Republican Incumbent,288.0,1028.0,1316.0
78579,2014.0,31105.0,G,GOV,Republican Open Seat,240.0,916.0,1156.0
78580,2018.0,31105.0,G,GOV,Republican Incumbent,263.0,1117.0,1380.0
78636,2002.0,31107.0,G,GOV,Republican Incumbent,754.0,2534.0,3288.0
78637,2006.0,31107.0,G,GOV,Republican Incumbent,646.0,2462.0,3108.0
78638,2010.0,31107.0,G,GOV,Republican Incumbent,555.0,2444.0,2999.0
78639,2014.0,31107.0,G,GOV,Republican Open Seat,1019.0,2063.0,3082.0
78640,2018.0,31107.0,G,GOV,Republican Incumbent,818.0,2781.0,3599.0
78699,2002.0,31109.0,G,GOV,Republican Incumbent,23626.0,41289.0,64915.0
78700,2006.0,31109.0,G,GOV,Republican Incumbent,31921.0,58256.0,90177.0
78701,2010.0,31109.0,G,GOV,Republican Incumbent,26854.0,43060.0,69914.0
78702,2014.0,31109.0,G,GOV,Republican Open Seat,42323.0,41216.0,83539.0
78703,2018.0,31109.0,G,GOV,Republican Incumbent,64946.0,51560.0,116506.0
78762,2002.0,31111.0,G,GOV,Republican Incumbent,2625.0,6888.0,9513.0
78763,2006.0,31111.0,G,GOV,Republican Incumbent,2948.0,9480.0,12428.0
78764,2010.0,31111.0,G,GOV,Republican Incumbent,2313.0,8192.0,10505.0
78765,2014.0,31111.0,G,GOV,Republican Open Seat,3372.0,6872.0,10244.0
78766,2018.0,31111.0,G,GOV,Republican Incumbent,3174.0,9345.0,12519.0
78816,2002.0,31113.0,G,GOV,Republican Incumbent,52.0,298.0,350.0
78817,2006.0,31113.0,G,GOV,Republican Incumbent,48.0,316.0,364.0
78818,2010.0,31113.0,G,GOV,Republican Incumbent,59.0,319.0,378.0
78819,2014.0,31113.0,G,GOV,Republican Open Seat,66.0,272.0,338.0
78820,2018.0,31113.0,G,GOV,Republican Incumbent,28.0,307.0,335.0
78871,2002.0,31115.0,G,GOV,Republican Incumbent,73.0,229.0,302.0
78872,2006.0,31115.0,G,GOV,Republican Incumbent,54.0,314.0,368.0
78873,2010.0,31115.0,G,GOV,Republican Incumbent,38.0,214.0,252.0
78874,2014.0,31115.0,G,GOV,Republican Open Seat,103.0,202.0,305.0
78875,2018.0,31115.0,G,GOV,Republican Incumbent,57.0,250.0,307.0
78924,2002.0,31117.0,G,GOV,Republican Incumbent,31.0,161.0,192.0
78925,2006.0,31117.0,G,GOV,Republican Incumbent,35.0,218.0,253.0
78926,2010.0,31117.0,G,GOV,Republican Incumbent,32.0,201.0,233.0
78927,2014.0,31117.0,G,GOV,Republican Open Seat,49.0,178.0,227.0
78928,2018.0,31117.0,G,GOV,Republican Incumbent,45.0,211.0,256.0
78987,2002.0,31119.0,G,GOV,Republican Incumbent,1466.0,6551.0,8017.0
78988,2006.0,31119.0,G,GOV,Republican Incumbent,1604.0,8980.0,10584.0
78989,2010.0,31119.0,G,GOV,Republican Incumbent,1541.0,8117.0,9658.0
78990,2014.0,31119.0,G,GOV,Republican Open Seat,2628.0,6293.0,8921.0
78991,2018.0,31119.0,G,GOV,Republican Incumbent,2559.0,7906.0,10465.0
79050,2002.0,31121.0,G,GOV,Republican Incumbent,597.0,1734.0,2331.0
79051,2006.0,31121.0,G,GOV,Republican Incumbent,507.0,2517.0,3024.0
79052,2010.0,31121.0,G,GOV,Republican Incumbent,408.0,2024.0,2432.0
79053,2014.0,31121.0,G,GOV,Republican Open Seat,948.0,1813.0,2761.0
79054,2018.0,31121.0,G,GOV,Republican Incumbent,682.0,2695.0,3377.0
79093,2002.0,31123.0,G,GOV,Republican Incumbent,296.0,1267.0,1563.0
79094,2006.0,31123.0,G,GOV,Republican Incumbent,294.0,1553.0,1847.0
79095,2010.0,31123.0,G,GOV,Republican Incumbent,384.0,1547.0,1931.0
79096,2014.0,31123.0,G,GOV,Republican Open Seat,301.0,1184.0,1485.0
79097,2018.0,31123.0,G,GOV,Republican Incumbent,474.0,1641.0,2115.0
79150,2002.0,31125.0,G,GOV,Republican Incumbent,355.0,896.0,1251.0
79151,2006.0,31125.0,G,GOV,Republican Incumbent,304.0,1306.0,1610.0
79152,2010.0,31125.0,G,GOV,Republican Incumbent,276.0,1026.0,1302.0
79153,2014.0,31125.0,G,GOV,Republican Open Seat,501.0,615.0,1116.0
79154,2018.0,31125.0,G,GOV,Republican Incumbent,318.0,928.0,1246.0
79213,2002.0,31127.0,G,GOV,Republican Incumbent,729.0,2150.0,2879.0
79214,2006.0,31127.0,G,GOV,Republican Incumbent,604.0,2215.0,2819.0
79215,2010.0,31127.0,G,GOV,Republican Incumbent,525.0,1758.0,2283.0
79216,2014.0,31127.0,G,GOV,Republican Open Seat,877.0,1409.0,2286.0
79217,2018.0,31127.0,G,GOV,Republican Incumbent,791.0,1825.0,2616.0
79276,2002.0,31129.0,G,GOV,Republican Incumbent,415.0,1350.0,1765.0
79277,2006.0,31129.0,G,GOV,Republican Incumbent,406.0,1609.0,2015.0
79278,2010.0,31129.0,G,GOV,Republican Incumbent,317.0,1249.0,1566.0
79279,2014.0,31129.0,G,GOV,Republican Open Seat,587.0,865.0,1452.0
79280,2018.0,31129.0,G,GOV,Republican Incumbent,340.0,1425.0,1765.0
79339,2002.0,31131.0,G,GOV,Republican Incumbent,1181.0,3159.0,4340.0
79340,2006.0,31131.0,G,GOV,Republican Incumbent,1230.0,4396.0,5626.0
79341,2010.0,31131.0,G,GOV,Republican Incumbent,951.0,3179.0,4130.0
79342,2014.0,31131.0,G,GOV,Republican Open Seat,1938.0,3251.0,5189.0
79343,2018.0,31131.0,G,GOV,Republican Incumbent,2107.0,4264.0,6371.0
79402,2002.0,31133.0,G,GOV,Republican Incumbent,359.0,761.0,1120.0
79403,2006.0,31133.0,G,GOV,Republican Incumbent,245.0,995.0,1240.0
79404,2010.0,31133.0,G,GOV,Republican Incumbent,230.0,704.0,934.0
79405,2014.0,31133.0,G,GOV,Republican Open Seat,376.0,672.0,1048.0
79406,2018.0,31133.0,G,GOV,Republican Incumbent,350.0,804.0,1154.0
79455,2002.0,31135.0,G,GOV,Republican Incumbent,216.0,926.0,1142.0
79456,2006.0,31135.0,G,GOV,Republican Incumbent,174.0,1084.0,1258.0
79457,2010.0,31135.0,G,GOV,Republican Incumbent,163.0,943.0,1106.0
79458,2014.0,31135.0,G,GOV,Republican Open Seat,252.0,764.0,1016.0
79459,2018.0,31135.0,G,GOV,Republican Incumbent,195.0,1029.0,1224.0
79515,2002.0,31137.0,G,GOV,Republican Incumbent,650.0,2604.0,3254.0
79516,2006.0,31137.0,G,GOV,Republican Incumbent,605.0,3380.0,3985.0
79517,2010.0,31137.0,G,GOV,Republican Incumbent,456.0,2504.0,2960.0
79518,2014.0,31137.0,G,GOV,Republican Open Seat,904.0,2310.0,3214.0
79519,2018.0,31137.0,G,GOV,Republican Incumbent,693.0,3162.0,3855.0
79578,2002.0,31139.0,G,GOV,Republican Incumbent,324.0,1806.0,2130.0
79579,2006.0,31139.0,G,GOV,Republican Incumbent,277.0,2154.0,2431.0
79580,2010.0,31139.0,G,GOV,Republican Incumbent,267.0,1955.0,2222.0
79581,2014.0,31139.0,G,GOV,Republican Open Seat,570.0,1702.0,2272.0
79582,2018.0,31139.0,G,GOV,Republican Incumbent,398.0,2377.0,2775.0
79641,2002.0,31141.0,G,GOV,Republican Incumbent,1758.0,7844.0,9602.0
79642,2006.0,31141.0,G,GOV,Republican Incumbent,1546.0,9121.0,10667.0
79643,2010.0,31141.0,G,GOV,Republican Incumbent,1296.0,7531.0,8827.0
79644,2014.0,31141.0,G,GOV,Republican Open Seat,2823.0,6133.0,8956.0
79645,2018.0,31141.0,G,GOV,Republican Incumbent,2473.0,8570.0,11043.0
79704,2002.0,31143.0,G,GOV,Republican Incumbent,475.0,1487.0,1962.0
79705,2006.0,31143.0,G,GOV,Republican Incumbent,372.0,1923.0,2295.0
79706,2010.0,31143.0,G,GOV,Republican Incumbent,255.0,1319.0,1574.0
79707,2014.0,31143.0,G,GOV,Republican Open Seat,509.0,1197.0,1706.0
79708,2018.0,31143.0,G,GOV,Republican Incumbent,438.0,1650.0,2088.0
79764,2002.0,31145.0,G,GOV,Republican Incumbent,719.0,2792.0,3511.0
79765,2006.0,31145.0,G,GOV,Republican Incumbent,772.0,3301.0,4073.0
79766,2010.0,31145.0,G,GOV,Republican Incumbent,617.0,3165.0,3782.0
79767,2014.0,31145.0,G,GOV,Republican Open Seat,878.0,2489.0,3367.0
79768,2018.0,31145.0,G,GOV,Republican Incumbent,728.0,3161.0,3889.0
79827,2002.0,31147.0,G,GOV,Republican Incumbent,712.0,2241.0,2953.0
79828,2006.0,31147.0,G,GOV,Republican Incumbent,608.0,2876.0,3484.0
79829,2010.0,31147.0,G,GOV,Republican Incumbent,541.0,2308.0,2849.0
79830,2014.0,31147.0,G,GOV,Republican Open Seat,964.0,1512.0,2476.0
79831,2018.0,31147.0,G,GOV,Republican Incumbent,829.0,2262.0,3091.0
79880,2002.0,31149.0,G,GOV,Republican Incumbent,254.0,504.0,758.0
79881,2006.0,31149.0,G,GOV,Republican Incumbent,66.0,689.0,755.0
79882,2010.0,31149.0,G,GOV,Republican Incumbent,87.0,582.0,669.0
79883,2014.0,31149.0,G,GOV,Republican Open Seat,176.0,416.0,592.0
79884,2018.0,31149.0,G,GOV,Republican Incumbent,94.0,573.0,667.0
79943,2002.0,31151.0,G,GOV,Republican Incumbent,1470.0,2411.0,3881.0
79944,2006.0,31151.0,G,GOV,Republican Incumbent,1432.0,3128.0,4560.0
79945,2010.0,31151.0,G,GOV,Republican Incumbent,1142.0,2254.0,3396.0
79946,2014.0,31151.0,G,GOV,Republican Open Seat,1913.0,1638.0,3551.0
79947,2018.0,31151.0,G,GOV,Republican Incumbent,1815.0,2406.0,4221.0
80006,2002.0,31153.0,G,GOV,Republican Incumbent,7681.0,20402.0,28083.0
80007,2006.0,31153.0,G,GOV,Republican Incumbent,9619.0,31181.0,40800.0
80008,2010.0,31153.0,G,GOV,Republican Incumbent,8635.0,29851.0,38486.0
80009,2014.0,31153.0,G,GOV,Republican Open Seat,16078.0,26932.0,43010.0
80010,2018.0,31153.0,G,GOV,Republican Incumbent,27632.0,39928.0,67560.0
80069,2002.0,31155.0,G,GOV,Republican Incumbent,1977.0,4609.0,6586.0
80070,2006.0,31155.0,G,GOV,Republican Incumbent,1727.0,6263.0,7990.0
80071,2010.0,31155.0,G,GOV,Republican Incumbent,1373.0,5519.0,6892.0
80072,2014.0,31155.0,G,GOV,Republican Open Seat,2609.0,4378.0,6987.0
80073,2018.0,31155.0,G,GOV,Republican Incumbent,3016.0,6508.0,9524.0
80122,2002.0,31157.0,G,GOV,Republican Incumbent,1602.0,6936.0,8538.0
80123,2006.0,31157.0,G,GOV,Republican Incumbent,2103.0,8776.0,10879.0
80124,2010.0,31157.0,G,GOV,Republican Incumbent,2147.0,7596.0,9743.0
80125,2014.0,31157.0,G,GOV,Republican Open Seat,2676.0,6671.0,9347.0
80126,2018.0,31157.0,G,GOV,Republican Incumbent,3439.0,7241.0,10680.0
80185,2002.0,31159.0,G,GOV,Republican Incumbent,1276.0,3728.0,5004.0
80186,2006.0,31159.0,G,GOV,Republican Incumbent,1313.0,4520.0,5833.0
80187,2010.0,31159.0,G,GOV,Republican Incumbent,1293.0,4101.0,5394.0
80188,2014.0,31159.0,G,GOV,Republican Open Seat,2066.0,3224.0,5290.0
80189,2018.0,31159.0,G,GOV,Republican Incumbent,2247.0,4812.0,7059.0
80239,2002.0,31161.0,G,GOV,Republican Incumbent,294.0,1504.0,1798.0
80240,2006.0,31161.0,G,GOV,Republican Incumbent,256.0,1539.0,1795.0
80241,2010.0,31161.0,G,GOV,Republican Incumbent,239.0,1495.0,1734.0
80242,2014.0,31161.0,G,GOV,Republican Open Seat,261.0,1388.0,1649.0
80243,2018.0,31161.0,G,GOV,Republican Incumbent,498.0,1513.0,2011.0
80300,2002.0,31163.0,G,GOV,Republican Incumbent,451.0,850.0,1301.0
80301,2006.0,31163.0,G,GOV,Republican Incumbent,289.0,1121.0,1410.0
80302,2010.0,31163.0,G,GOV,Republican Incumbent,311.0,952.0,1263.0
80303,2014.0,31163.0,G,GOV,Republican Open Seat,625.0,637.0,1262.0
80304,2018.0,31163.0,G,GOV,Republican Incumbent,346.0,948.0,1294.0
80358,2002.0,31165.0,G,GOV,Republican Incumbent,81.0,430.0,511.0
80359,2006.0,31165.0,G,GOV,Republican Incumbent,75.0,548.0,623.0
80360,2010.0,31165.0,G,GOV,Republican Incumbent,73.0,514.0,587.0
80361,2014.0,31165.0,G,GOV,Republican Open Seat,69.0,449.0,518.0
80362,2018.0,31165.0,G,GOV,Republican Incumbent,96.0,441.0,537.0
80421,2002.0,31167.0,G,GOV,Republican Incumbent,275.0,1349.0,1624.0
80422,2006.0,31167.0,G,GOV,Republican Incumbent,263.0,1659.0,1922.0
80423,2010.0,31167.0,G,GOV,Republican Incumbent,255.0,1572.0,1827.0
80424,2014.0,31167.0,G,GOV,Republican Open Seat,493.0,1183.0,1676.0
80425,2018.0,31167.0,G,GOV,Republican Incumbent,435.0,1829.0,2264.0
80482,2002.0,31169.0,G,GOV,Republican Incumbent,500.0,1636.0,2136.0
80483,2006.0,31169.0,G,GOV,Republican Incumbent,440.0,1932.0,2372.0
80484,2010.0,31169.0,G,GOV,Republican Incumbent,370.0,1542.0,1912.0
80485,2014.0,31169.0,G,GOV,Republican Open Seat,707.0,1158.0,1865.0
80486,2018.0,31169.0,G,GOV,Republican Incumbent,541.0,1715.0,2256.0
80535,2002.0,31171.0,G,GOV,Republican Incumbent,73.0,308.0,381.0
80536,2006.0,31171.0,G,GOV,Republican Incumbent,33.0,291.0,324.0
80537,2010.0,31171.0,G,GOV,Republican Incumbent,37.0,279.0,316.0
80538,2014.0,31171.0,G,GOV,Republican Open Seat,59.0,242.0,301.0
80539,2018.0,31171.0,G,GOV,Republican Incumbent,44.0,300.0,344.0
80587,2002.0,31173.0,G,GOV,Republican Incumbent,480.0,979.0,1459.0
80588,2006.0,31173.0,G,GOV,Republican Incumbent,667.0,931.0,1598.0
80589,2010.0,31173.0,G,GOV,Republican Incumbent,512.0,910.0,1422.0
80590,2014.0,31173.0,G,GOV,Republican Open Seat,796.0,626.0,1422.0
80591,2018.0,31173.0,G,GOV,Republican Incumbent,876.0,963.0,1839.0
80648,2002.0,31175.0,G,GOV,Republican Incumbent,542.0,1496.0,2038.0
80649,2006.0,31175.0,G,GOV,Republican Incumbent,304.0,1761.0,2065.0
80650,2010.0,31175.0,G,GOV,Republican Incumbent,265.0,1263.0,1528.0
80651,2014.0,31175.0,G,GOV,Republican Open Seat,559.0,1011.0,1570.0
80652,2018.0,31175.0,G,GOV,Republican Incumbent,355.0,1444.0,1799.0
80711,2002.0,31177.0,G,GOV,Republican Incumbent,1432.0,4363.0,5795.0
80712,2006.0,31177.0,G,GOV,Republican Incumbent,1581.0,5902.0,7483.0
80713,2010.0,31177.0,G,GOV,Republican Incumbent,1369.0,5835.0,7204.0
80714,2014.0,31177.0,G,GOV,Republican Open Seat,2256.0,4354.0,6610.0
80715,2018.0,31177.0,G,GOV,Republican Incumbent,2752.0,6457.0,9209.0
80772,2002.0,31179.0,G,GOV,Republican Incumbent,595.0,2158.0,2753.0
80773,2006.0,31179.0,G,GOV,Republican Incumbent,450.0,2621.0,3071.0
80774,2010.0,31179.0,G,GOV,Republican Incumbent,423.0,1919.0,2342.0
80775,2014.0,31179.0,G,GOV,Republican Open Seat,865.0,1744.0,2609.0
80776,2018.0,31179.0,G,GOV,Republican Incumbent,922.0,2296.0,3218.0
80835,2002.0,31181.0,G,GOV,Republican Incumbent,436.0,1095.0,1531.0
80836,2006.0,31181.0,G,GOV,Republican Incumbent,318.0,1401.0,1719.0
80837,2010.0,31181.0,G,GOV,Republican Incumbent,322.0,1007.0,1329.0
80838,2014.0,31181.0,G,GOV,Republican Open Seat,479.0,756.0,1235.0
80839,2018.0,31181.0,G,GOV,Republican Incumbent,291.0,1079.0,1370.0
80893,2002.0,31183.0,G,GOV,Republican Incumbent,69.0,281.0,350.0
80894,2006.0,31183.0,G,GOV,Republican Incumbent,49.0,333.0,382.0
80895,2010.0,31183.0,G,GOV,Republican Incumbent,57.0,345.0,402.0
80896,2014.0,31183.0,G,GOV,Republican Open Seat,141.0,255.0,396.0
80897,2018.0,31183.0,G,GOV,Republican Incumbent,80.0,319.0,399.0
80956,2002.0,31185.0,G,GOV,Republican Incumbent,772.0,3413.0,4185.0
80957,2006.0,31185.0,G,GOV,Republican Incumbent,749.0,4717.0,5466.0
80958,2010.0,31185.0,G,GOV,Republican Incumbent,591.0,3449.0,4040.0
80959,2014.0,31185.0,G,GOV,Republican Open Seat,1249.0,3076.0,4325.0
80960,2018.0,31185.0,G,GOV,Republican Incumbent,1378.0,3743.0,5121.0
80995,2002.0,32001.0,G,GOV,Republican Incumbent,952.0,5867.0,6819.0
80996,2006.0,32001.0,G,GOV,Republican Open Seat,1806.0,5627.0,7433.0
80997,2010.0,32001.0,G,GOV,Republican Open Seat,1697.0,6586.0,8283.0
80998,2014.0,32001.0,G,GOV,Republican Incumbent,666.0,6356.0,7022.0
80999,2018.0,32001.0,G,GOV,Republican Open Seat,1869.0,7033.0,8902.0
81023,2002.0,32003.0,G,GOV,Republican Incumbent,74378.0,200157.0,274535.0
81024,2006.0,32003.0,G,GOV,Republican Open Seat,177300.0,153876.0,331176.0
81025,2010.0,32003.0,G,GOV,Republican Open Seat,217113.0,224751.0,441864.0
81026,2014.0,32003.0,G,GOV,Republican Incumbent,97097.0,223433.0,320530.0
81027,2018.0,32003.0,G,GOV,Republican Open Seat,352814.0,266216.0,619030.0
81062,2002.0,32005.0,G,GOV,Republican Incumbent,2520.0,12977.0,15497.0
81063,2006.0,32005.0,G,GOV,Republican Open Seat,5929.0,11918.0,17847.0
81064,2010.0,32005.0,G,GOV,Republican Open Seat,5345.0,15001.0,20346.0
81065,2014.0,32005.0,G,GOV,Republican Incumbent,2174.0,14910.0,17084.0
81066,2018.0,32005.0,G,GOV,Republican Open Seat,7962.0,16897.0,24859.0
81100,2002.0,32007.0,G,GOV,Republican Incumbent,1386.0,8568.0,9954.0
81101,2006.0,32007.0,G,GOV,Republican Open Seat,2873.0,7938.0,10811.0
81102,2010.0,32007.0,G,GOV,Republican Open Seat,2194.0,9489.0,11683.0
81103,2014.0,32007.0,G,GOV,Republican Incumbent,1119.0,8038.0,9157.0
81104,2018.0,32007.0,G,GOV,Republican Open Seat,2604.0,11444.0,14048.0
81139,2002.0,32009.0,G,GOV,Republican Incumbent,87.0,286.0,373.0
81140,2006.0,32009.0,G,GOV,Republican Open Seat,92.0,297.0,389.0
81141,2010.0,32009.0,G,GOV,Republican Open Seat,48.0,289.0,337.0
81142,2014.0,32009.0,G,GOV,Republican Incumbent,42.0,273.0,315.0
81143,2018.0,32009.0,G,GOV,Republican Open Seat,51.0,273.0,324.0
81176,2002.0,32011.0,G,GOV,Republican Incumbent,85.0,525.0,610.0
81177,2006.0,32011.0,G,GOV,Republican Open Seat,121.0,515.0,636.0
81178,2010.0,32011.0,G,GOV,Republican Open Seat,76.0,597.0,673.0
81179,2014.0,32011.0,G,GOV,Republican Incumbent,53.0,533.0,586.0
81180,2018.0,32011.0,G,GOV,Republican Open Seat,61.0,609.0,670.0
81215,2002.0,32013.0,G,GOV,Republican Incumbent,522.0,3446.0,3968.0
81216,2006.0,32013.0,G,GOV,Republican Open Seat,987.0,3119.0,4106.0
81217,2010.0,32013.0,G,GOV,Republican Open Seat,994.0,3564.0,4558.0
81218,2014.0,32013.0,G,GOV,Republican Incumbent,459.0,3633.0,4092.0
81219,2018.0,32013.0,G,GOV,Republican Open Seat,1067.0,4061.0,5128.0
81254,2002.0,32015.0,G,GOV,Republican Incumbent,231.0,1503.0,1734.0
81255,2006.0,32015.0,G,GOV,Republican Open Seat,369.0,1291.0,1660.0
81256,2010.0,32015.0,G,GOV,Republican Open Seat,277.0,1449.0,1726.0
81257,2014.0,32015.0,G,GOV,Republican Incumbent,163.0,1475.0,1638.0
81258,2018.0,32015.0,G,GOV,Republican Open Seat,316.0,1571.0,1887.0
81293,2002.0,32017.0,G,GOV,Republican Incumbent,279.0,1266.0,1545.0
81294,2006.0,32017.0,G,GOV,Republican Open Seat,465.0,1165.0,1630.0
81295,2010.0,32017.0,G,GOV,Republican Open Seat,380.0,1381.0,1761.0
81296,2014.0,32017.0,G,GOV,Republican Incumbent,146.0,1323.0,1469.0
81297,2018.0,32017.0,G,GOV,Republican Open Seat,266.0,1440.0,1706.0
81332,2002.0,32019.0,G,GOV,Republican Incumbent,1796.0,8169.0,9965.0
81333,2006.0,32019.0,G,GOV,Republican Open Seat,4310.0,9329.0,13639.0
81334,2010.0,32019.0,G,GOV,Republican Open Seat,4331.0,11937.0,16268.0
81335,2014.0,32019.0,G,GOV,Republican Incumbent,1643.0,11659.0,13302.0
81336,2018.0,32019.0,G,GOV,Republican Open Seat,5267.0,14211.0,19478.0
81359,2002.0,32021.0,G,GOV,Republican Incumbent,508.0,1290.0,1798.0
81360,2006.0,32021.0,G,GOV,Republican Open Seat,676.0,1188.0,1864.0
81361,2010.0,32021.0,G,GOV,Republican Open Seat,556.0,1136.0,1692.0
81362,2014.0,32021.0,G,GOV,Republican Incumbent,210.0,1102.0,1312.0
81363,2018.0,32021.0,G,GOV,Republican Open Seat,540.0,1067.0,1607.0
81398,2002.0,32023.0,G,GOV,Republican Incumbent,2226.0,7349.0,9575.0
81399,2006.0,32023.0,G,GOV,Republican Open Seat,4446.0,5950.0,10396.0
81400,2010.0,32023.0,G,GOV,Republican Open Seat,4224.0,8829.0,13053.0
81401,2014.0,32023.0,G,GOV,Republican Incumbent,2005.0,9095.0,11100.0
81402,2018.0,32023.0,G,GOV,Republican Open Seat,4607.0,11103.0,15710.0
81449,2002.0,32027.0,G,GOV,Republican Incumbent,236.0,1254.0,1490.0
81450,2006.0,32027.0,G,GOV,Republican Open Seat,404.0,976.0,1380.0
81451,2010.0,32027.0,G,GOV,Republican Open Seat,396.0,1140.0,1536.0
81452,2014.0,32027.0,G,GOV,Republican Incumbent,174.0,1228.0,1402.0
81453,2018.0,32027.0,G,GOV,Republican Open Seat,360.0,1255.0,1615.0
81488,2002.0,32029.0,G,GOV,Republican Incumbent,300.0,1198.0,1498.0
81489,2006.0,32029.0,G,GOV,Republican Open Seat,626.0,1070.0,1696.0
81490,2010.0,32029.0,G,GOV,Republican Open Seat,615.0,1355.0,1970.0
81491,2014.0,32029.0,G,GOV,Republican Incumbent,265.0,1462.0,1727.0
81492,2018.0,32029.0,G,GOV,Republican Open Seat,721.0,1476.0,2197.0
81527,2002.0,32031.0,G,GOV,Republican Incumbent,21244.0,76059.0,97303.0
81528,2006.0,32031.0,G,GOV,Republican Open Seat,47296.0,63057.0,110353.0
81529,2010.0,32031.0,G,GOV,Republican Open Seat,52730.0,81073.0,133803.0
81530,2014.0,32031.0,G,GOV,Republican Incumbent,21598.0,87739.0,109337.0
81531,2018.0,32031.0,G,GOV,Republican Open Seat,91684.0,87226.0,178910.0
81565,2002.0,32033.0,G,GOV,Republican Incumbent,737.0,2036.0,2773.0
81566,2006.0,32033.0,G,GOV,Republican Open Seat,995.0,1971.0,2966.0
81567,2010.0,32033.0,G,GOV,Republican Open Seat,519.0,2261.0,2780.0
81568,2014.0,32033.0,G,GOV,Republican Incumbent,498.0,1973.0,2471.0
81569,2018.0,32033.0,G,GOV,Republican Open Seat,569.0,2358.0,2927.0
81578,2002.0,32510.0,G,GOV,Republican Incumbent,3448.0,12051.0,15499.0
81579,2006.0,32510.0,G,GOV,Republican Open Seat,6989.0,9716.0,16705.0
81580,2010.0,32510.0,G,GOV,Republican Open Seat,6676.0,11512.0,18188.0
81581,2014.0,32510.0,G,GOV,Republican Incumbent,2410.0,12108.0,14518.0
81582,2018.0,32510.0,G,GOV,Republican Open Seat,9249.0,12080.0,21329.0
81657,2002.0,33001.0,G,GOV,Democratic Open Seat,6385.0,14691.0,21076.0
81658,2004.0,33001.0,G,GOV,Republican Incumbent,14304.0,17598.0,31902.0
81659,2006.0,33001.0,G,GOV,Democratic Incumbent,15467.0,5050.0,20517.0
81660,2008.0,33001.0,G,GOV,Democratic Incumbent,22212.0,9858.0,32070.0
81661,2010.0,33001.0,G,GOV,Democratic Incumbent,11021.0,11008.0,22029.0
81662,2012.0,33001.0,G,GOV,Democratic Open Seat,16756.0,15702.0,32458.0
81663,2014.0,33001.0,G,GOV,Democratic Incumbent,11069.0,12603.0,23672.0
81664,2016.0,33001.0,G,GOV,Democratic Open Seat,14069.0,18798.0,32867.0
81665,2018.0,33001.0,G,GOV,Republican Incumbent,9690.0,16856.0,26546.0
81666,2020.0,33001.0,G,GOV,Republican Incumbent,9491.0,28074.0,37565.0
81741,2002.0,33003.0,G,GOV,Democratic Open Seat,5930.0,12596.0,18526.0
81742,2004.0,33003.0,G,GOV,Republican Incumbent,12003.0,15797.0,27800.0
81743,2006.0,33003.0,G,GOV,Democratic Incumbent,13403.0,5225.0,18628.0
81744,2008.0,33003.0,G,GOV,Democratic Incumbent,17488.0,10009.0,27497.0
81745,2010.0,33003.0,G,GOV,Democratic Incumbent,10003.0,9895.0,19898.0
81746,2012.0,33003.0,G,GOV,Democratic Open Seat,14339.0,12893.0,27232.0
81747,2014.0,33003.0,G,GOV,Democratic Incumbent,10332.0,10316.0,20648.0
81748,2016.0,33003.0,G,GOV,Democratic Open Seat,12503.0,15192.0,27695.0
