,election_year,fips,election_type,office,seat_status,democratic_raw_votes,republican_raw_votes,senate_raw_county_vote_totals_two_party
87121,2014.0,45021,G,SEN,Republican Senator re-election,3353.0,7803.0,11156.0
87122,2016.0,45021,G,SEN,Republican Senator re-election,5901.0,14565.0,20466.0
87123,2020.0,45021,G,SEN,Republican Senator re-election,7265.0,17481.0,24746.0
87154,2002.0,45023,G,SEN,Republican open seat,4418.0,3330.0,7748.0
87155,2004.0,45023,G,SEN,Democratic open seat,5977.0,4944.0,10921.0
87156,2008.0,45023,G,SEN,Republican Senator re-election,7168.0,6297.0,13465.0
87157,2010.0,45023,G,SEN,Republican Senator re-election,4032.0,4828.0,8860.0
87158,2014.0,45023,S,SEN,Appointed Republican Senator Election,3773.0,3935.0,7708.0
87159,2014.0,45023,G,SEN,Republican Senator re-election,3722.0,3836.0,7558.0
87160,2016.0,45023,G,SEN,Republican Senator re-election,6578.0,6649.0,13227.0
87161,2020.0,45023,G,SEN,Republican Senator re-election,7225.0,8247.0,15472.0
87192,2002.0,45025,G,SEN,Republican open seat,5099.0,3795.0,8894.0
87193,2004.0,45025,G,SEN,Democratic open seat,7674.0,6195.0,13869.0
87194,2008.0,45025,G,SEN,Republican Senator re-election,7306.0,8557.0,15863.0
87195,2010.0,45025,G,SEN,Republican Senator re-election,4329.0,6097.0,10426.0
87196,2014.0,45025,G,SEN,Republican Senator re-election,4379.0,5447.0,9826.0
87197,2014.0,45025,S,SEN,Appointed Republican Senator Election,4352.0,5697.0,10049.0
87198,2016.0,45025,G,SEN,Republican Senator re-election,6783.0,8895.0,15678.0
87199,2020.0,45025,G,SEN,Republican Senator re-election,7706.0,10878.0,18584.0
87230,2002.0,45027,G,SEN,Republican open seat,6353.0,4204.0,10557.0
87231,2004.0,45027,G,SEN,Democratic open seat,7768.0,5575.0,13343.0
87232,2008.0,45027,G,SEN,Republican Senator re-election,8313.0,6996.0,15309.0
87233,2010.0,45027,G,SEN,Republican Senator re-election,4845.0,5344.0,10189.0
87234,2014.0,45027,S,SEN,Appointed Republican Senator Election,5413.0,4741.0,10154.0
87235,2014.0,45027,G,SEN,Republican Senator re-election,5564.0,4396.0,9960.0
87236,2016.0,45027,G,SEN,Republican Senator re-election,7214.0,7477.0,14691.0
87237,2020.0,45027,G,SEN,Republican Senator re-election,8391.0,8141.0,16532.0
87268,2002.0,45029,G,SEN,Republican open seat,5010.0,5155.0,10165.0
87269,2004.0,45029,G,SEN,Democratic open seat,6905.0,6531.0,13436.0
87270,2008.0,45029,G,SEN,Republican Senator re-election,7876.0,9052.0,16928.0
87271,2010.0,45029,G,SEN,Republican Senator re-election,4418.0,7498.0,11916.0
87272,2014.0,45029,G,SEN,Republican Senator re-election,4906.0,5358.0,10264.0
87273,2014.0,45029,S,SEN,Appointed Republican Senator Election,4655.0,6006.0,10661.0
87274,2016.0,45029,G,SEN,Republican Senator re-election,6710.0,9427.0,16137.0
87275,2020.0,45029,G,SEN,Republican Senator re-election,8839.0,10068.0,18907.0
87306,2002.0,45031,G,SEN,Republican open seat,9051.0,8774.0,17825.0
87307,2004.0,45031,G,SEN,Democratic open seat,12531.0,12191.0,24722.0
87308,2008.0,45031,G,SEN,Republican Senator re-election,13161.0,15490.0,28651.0
87309,2010.0,45031,G,SEN,Republican Senator re-election,9011.0,10919.0,19930.0
87310,2014.0,45031,S,SEN,Appointed Republican Senator Election,9029.0,9365.0,18394.0
87311,2014.0,45031,G,SEN,Republican Senator re-election,9217.0,8648.0,17865.0
87312,2016.0,45031,G,SEN,Republican Senator re-election,13066.0,15261.0,28327.0
87313,2020.0,45031,G,SEN,Republican Senator re-election,15563.0,16456.0,32019.0
87344,2002.0,45033,G,SEN,Republican open seat,3711.0,2606.0,6317.0
87345,2004.0,45033,G,SEN,Democratic open seat,5075.0,4174.0,9249.0
87346,2008.0,45033,G,SEN,Republican Senator re-election,5784.0,6315.0,12099.0
87347,2010.0,45033,G,SEN,Republican Senator re-election,3658.0,3785.0,7443.0
87348,2014.0,45033,G,SEN,Republican Senator re-election,3196.0,2957.0,6153.0
87349,2014.0,45033,S,SEN,Appointed Republican Senator Election,3131.0,3170.0,6301.0
87350,2016.0,45033,G,SEN,Republican Senator re-election,4969.0,5743.0,10712.0
87351,2020.0,45033,G,SEN,Republican Senator re-election,6663.0,6297.0,12960.0
87382,2002.0,45035,G,SEN,Republican open seat,10237.0,16942.0,27179.0
87383,2004.0,45035,G,SEN,Democratic open seat,15517.0,23818.0,39335.0
87384,2008.0,45035,G,SEN,Republican Senator re-election,19836.0,31255.0,51091.0
87385,2010.0,45035,G,SEN,Republican Senator re-election,8359.0,22998.0,31357.0
87386,2014.0,45035,G,SEN,Republican Senator re-election,12951.0,18437.0,31388.0
87387,2014.0,45035,S,SEN,Appointed Republican Senator Election,11593.0,22234.0,33827.0
87388,2016.0,45035,G,SEN,Republican Senator re-election,20009.0,39918.0,59927.0
87389,2020.0,45035,G,SEN,Republican Senator re-election,34616.0,41178.0,75794.0
87420,2002.0,45037,G,SEN,Republican open seat,3035.0,3730.0,6765.0
87421,2004.0,45037,G,SEN,Democratic open seat,4355.0,5145.0,9500.0
87422,2008.0,45037,G,SEN,Republican Senator re-election,4889.0,6390.0,11279.0
87423,2010.0,45037,G,SEN,Republican Senator re-election,2966.0,4850.0,7816.0
87424,2014.0,45037,S,SEN,Appointed Republican Senator Election,2643.0,4261.0,6904.0
87425,2014.0,45037,G,SEN,Republican Senator re-election,2773.0,3812.0,6585.0
87426,2016.0,45037,G,SEN,Republican Senator re-election,4320.0,6662.0,10982.0
87427,2020.0,45037,G,SEN,Republican Senator re-election,5104.0,7988.0,13092.0
87458,2002.0,45039,G,SEN,Republican open seat,4748.0,2170.0,6918.0
87459,2004.0,45039,G,SEN,Democratic open seat,5998.0,3072.0,9070.0
87460,2008.0,45039,G,SEN,Republican Senator re-election,6737.0,4472.0,11209.0
87461,2010.0,45039,G,SEN,Republican Senator re-election,4034.0,3555.0,7589.0
87462,2014.0,45039,S,SEN,Appointed Republican Senator Election,4777.0,3151.0,7928.0
87463,2014.0,45039,G,SEN,Republican Senator re-election,4837.0,2943.0,7780.0
87464,2016.0,45039,G,SEN,Republican Senator re-election,6342.0,4265.0,10607.0
87465,2020.0,45039,G,SEN,Republican Senator re-election,7463.0,4556.0,12019.0
87496,2002.0,45041,G,SEN,Republican open seat,14614.0,16685.0,31299.0
87497,2004.0,45041,G,SEN,Democratic open seat,22236.0,25917.0,48153.0
87498,2008.0,45041,G,SEN,Republican Senator re-election,24589.0,32680.0,57269.0
87499,2010.0,45041,G,SEN,Republican Senator re-election,14784.0,22432.0,37216.0
87500,2014.0,45041,S,SEN,Appointed Republican Senator Election,16243.0,19659.0,35902.0
87501,2014.0,45041,G,SEN,Republican Senator re-election,16787.0,17727.0,34514.0
87502,2016.0,45041,G,SEN,Republican Senator re-election,24330.0,31449.0,55779.0
87503,2020.0,45041,G,SEN,Republican Senator re-election,31748.0,32217.0,63965.0
87534,2002.0,45043,G,SEN,Republican open seat,8246.0,8534.0,16780.0
87535,2004.0,45043,G,SEN,Democratic open seat,11500.0,11718.0,23218.0
87536,2008.0,45043,G,SEN,Republican Senator re-election,12753.0,16769.0,29522.0
87537,2010.0,45043,G,SEN,Republican Senator re-election,6664.0,12214.0,18878.0
87538,2014.0,45043,G,SEN,Republican Senator re-election,8332.0,11190.0,19522.0
87539,2014.0,45043,S,SEN,Appointed Republican Senator Election,7974.0,12229.0,20203.0
87540,2016.0,45043,G,SEN,Republican Senator re-election,11882.0,18737.0,30619.0
87541,2020.0,45043,G,SEN,Republican Senator re-election,15867.0,20495.0,36362.0
87572,2002.0,45045,G,SEN,Republican open seat,38026.0,70149.0,108175.0
87573,2004.0,45045,G,SEN,Democratic open seat,57886.0,105471.0,163357.0
87574,2008.0,45045,G,SEN,Republican Senator re-election,72205.0,112522.0,184727.0
87575,2010.0,45045,G,SEN,Republican Senator re-election,25558.0,91786.0,117344.0
87576,2014.0,45045,S,SEN,Appointed Republican Senator Election,31926.0,90248.0,122174.0
87577,2014.0,45045,G,SEN,Republican Senator re-election,34060.0,74628.0,108688.0
87578,2016.0,45045,G,SEN,Republican Senator re-election,63441.0,141731.0,205172.0
87579,2020.0,45045,G,SEN,Republican Senator re-election,104980.0,149991.0,254971.0
87610,2002.0,45047,G,SEN,Republican open seat,6935.0,9554.0,16489.0
87611,2004.0,45047,G,SEN,Democratic open seat,9632.0,12859.0,22491.0
87612,2008.0,45047,G,SEN,Republican Senator re-election,11104.0,17911.0,29015.0
87613,2010.0,45047,G,SEN,Republican Senator re-election,5384.0,12875.0,18259.0
87614,2014.0,45047,S,SEN,Appointed Republican Senator Election,5949.0,11496.0,17445.0
87615,2014.0,45047,G,SEN,Republican Senator re-election,6156.0,10594.0,16750.0
87616,2016.0,45047,G,SEN,Republican Senator re-election,9797.0,17568.0,27365.0
87617,2020.0,45047,G,SEN,Republican Senator re-election,12504.0,19017.0,31521.0
87648,2002.0,45049,G,SEN,Republican open seat,4080.0,1961.0,6041.0
87649,2004.0,45049,G,SEN,Democratic open seat,4855.0,2659.0,7514.0
87650,2008.0,45049,G,SEN,Republican Senator re-election,5225.0,3609.0,8834.0
87651,2010.0,45049,G,SEN,Republican Senator re-election,3428.0,2524.0,5952.0
87652,2014.0,45049,G,SEN,Republican Senator re-election,3750.0,1952.0,5702.0
87653,2014.0,45049,S,SEN,Appointed Republican Senator Election,3622.0,2080.0,5702.0
87654,2016.0,45049,G,SEN,Republican Senator re-election,4831.0,3265.0,8096.0
87655,2020.0,45049,G,SEN,Republican Senator re-election,5459.0,3755.0,9214.0
87686,2002.0,45051,G,SEN,Republican open seat,22460.0,29406.0,51866.0
87687,2004.0,45051,G,SEN,Democratic open seat,31478.0,45819.0,77297.0
87688,2008.0,45051,G,SEN,Republican Senator re-election,34678.0,67215.0,101893.0
87689,2010.0,45051,G,SEN,Republican Senator re-election,14096.0,48386.0,62482.0
87690,2014.0,45051,G,SEN,Republican Senator re-election,19457.0,44978.0,64435.0
87691,2014.0,45051,S,SEN,Appointed Republican Senator Election,17743.0,49390.0,67133.0
87692,2016.0,45051,G,SEN,Republican Senator re-election,35038.0,90641.0,125679.0
87693,2020.0,45051,G,SEN,Republican Senator re-election,60530.0,116512.0,177042.0
87724,2002.0,45053,G,SEN,Republican open seat,3383.0,1927.0,5310.0
87725,2004.0,45053,G,SEN,Democratic open seat,3763.0,2738.0,6501.0
87726,2008.0,45053,G,SEN,Republican Senator re-election,5203.0,3367.0,8570.0
87727,2010.0,45053,G,SEN,Republican Senator re-election,3277.0,2618.0,5895.0
87728,2014.0,45053,G,SEN,Republican Senator re-election,3518.0,2893.0,6411.0
87729,2014.0,45053,S,SEN,Appointed Republican Senator Election,3463.0,3084.0,6547.0
87730,2016.0,45053,G,SEN,Republican Senator re-election,5201.0,5152.0,10353.0
87731,2020.0,45053,G,SEN,Republican Senator re-election,7302.0,6939.0,14241.0
87762,2002.0,45055,G,SEN,Republican open seat,6872.0,8619.0,15491.0
87763,2004.0,45055,G,SEN,Democratic open seat,9354.0,12634.0,21988.0
87764,2008.0,45055,G,SEN,Republican Senator re-election,9999.0,17344.0,27343.0
87765,2010.0,45055,G,SEN,Republican Senator re-election,5051.0,14038.0,19089.0
87766,2014.0,45055,S,SEN,Appointed Republican Senator Election,6820.0,12098.0,18918.0
87767,2014.0,45055,G,SEN,Republican Senator re-election,7241.0,11200.0,18441.0
87768,2016.0,45055,G,SEN,Republican Senator re-election,9486.0,17949.0,27435.0
87769,2020.0,45055,G,SEN,Republican Senator re-election,12904.0,20104.0,33008.0
87800,2002.0,45057,G,SEN,Republican open seat,6818.0,6612.0,13430.0
87801,2004.0,45057,G,SEN,Democratic open seat,8986.0,11106.0,20092.0
87802,2008.0,45057,G,SEN,Republican Senator re-election,11585.0,16295.0,27880.0
87803,2010.0,45057,G,SEN,Republican Senator re-election,6164.0,14305.0,20469.0
87804,2014.0,45057,S,SEN,Appointed Republican Senator Election,6938.0,12671.0,19609.0
87805,2014.0,45057,G,SEN,Republican Senator re-election,6930.0,12272.0,19202.0
87806,2016.0,45057,G,SEN,Republican Senator re-election,13350.0,23199.0,36549.0
87807,2020.0,45057,G,SEN,Republican Senator re-election,19523.0,29572.0,49095.0
87838,2002.0,45059,G,SEN,Republican open seat,7852.0,9778.0,17630.0
87839,2004.0,45059,G,SEN,Democratic open seat,10124.0,12951.0,23075.0
87840,2008.0,45059,G,SEN,Republican Senator re-election,10377.0,15448.0,25825.0
87841,2010.0,45059,G,SEN,Republican Senator re-election,5039.0,11075.0,16114.0
87842,2014.0,45059,G,SEN,Republican Senator re-election,4788.0,8684.0,13472.0
87843,2014.0,45059,S,SEN,Appointed Republican Senator Election,4522.0,10339.0,14861.0
87844,2016.0,45059,G,SEN,Republican Senator re-election,7793.0,17051.0,24844.0
87845,2020.0,45059,G,SEN,Republican Senator re-election,10498.0,19486.0,29984.0
87876,2002.0,45061,G,SEN,Republican open seat,3960.0,2018.0,5978.0
87877,2004.0,45061,G,SEN,Democratic open seat,5345.0,2619.0,7964.0
87878,2008.0,45061,G,SEN,Republican Senator re-election,5489.0,3418.0,8907.0
87879,2010.0,45061,G,SEN,Republican Senator re-election,3661.0,2392.0,6053.0
87880,2014.0,45061,S,SEN,Appointed Republican Senator Election,3841.0,1863.0,5704.0
87881,2014.0,45061,G,SEN,Republican Senator re-election,3881.0,1750.0,5631.0
87882,2016.0,45061,G,SEN,Republican Senator re-election,4998.0,2727.0,7725.0
87883,2020.0,45061,G,SEN,Republican Senator re-election,5426.0,2939.0,8365.0
87914,2002.0,45063,G,SEN,Republican open seat,22915.0,45671.0,68586.0
87915,2004.0,45063,G,SEN,Democratic open seat,30885.0,59467.0,90352.0
87916,2008.0,45063,G,SEN,Republican Senator re-election,29255.0,78255.0,107510.0
87917,2010.0,45063,G,SEN,Republican Senator re-election,10381.0,61157.0,71538.0
87918,2014.0,45063,G,SEN,Republican Senator re-election,19866.0,50001.0,69867.0
87919,2014.0,45063,S,SEN,Appointed Republican Senator Election,17992.0,55615.0,73607.0
87920,2016.0,45063,G,SEN,Republican Senator re-election,29995.0,85385.0,115380.0
87921,2020.0,45063,G,SEN,Republican Senator re-election,50256.0,91944.0,142200.0
87951,2002.0,45065,G,SEN,Republican open seat,1770.0,1724.0,3494.0
87952,2004.0,45065,G,SEN,Democratic open seat,2782.0,2338.0,5120.0
87953,2008.0,45065,G,SEN,Republican Senator re-election,2592.0,2521.0,5113.0
87954,2010.0,45065,G,SEN,Republican Senator re-election,1546.0,2121.0,3667.0
87955,2014.0,45065,G,SEN,Republican Senator re-election,1614.0,1881.0,3495.0
87956,2014.0,45065,S,SEN,Appointed Republican Senator Election,1580.0,1960.0,3540.0
87957,2016.0,45065,G,SEN,Republican Senator re-election,2241.0,2699.0,4940.0
87958,2020.0,45065,G,SEN,Republican Senator re-election,2746.0,2933.0,5679.0
87989,2002.0,45067,G,SEN,Republican open seat,5711.0,3157.0,8868.0
87990,2004.0,45067,G,SEN,Democratic open seat,7734.0,4935.0,12669.0
87991,2008.0,45067,G,SEN,Republican Senator re-election,8599.0,5951.0,14550.0
87992,2010.0,45067,G,SEN,Republican Senator re-election,5760.0,4079.0,9839.0
87993,2014.0,45067,S,SEN,Appointed Republican Senator Election,5344.0,3302.0,8646.0
87994,2014.0,45067,G,SEN,Republican Senator re-election,5454.0,3054.0,8508.0
87995,2016.0,45067,G,SEN,Republican Senator re-election,7915.0,5500.0,13415.0
87996,2020.0,45067,G,SEN,Republican Senator re-election,9034.0,5562.0,14596.0
88027,2002.0,45069,G,SEN,Republican open seat,4028.0,1825.0,5853.0
88028,2004.0,45069,G,SEN,Democratic open seat,5055.0,2900.0,7955.0
88029,2008.0,45069,G,SEN,Republican Senator re-election,6306.0,4256.0,10562.0
88030,2010.0,45069,G,SEN,Republican Senator re-election,3934.0,2801.0,6735.0
88031,2014.0,45069,G,SEN,Republican Senator re-election,3673.0,2354.0,6027.0
88032,2014.0,45069,S,SEN,Appointed Republican Senator Election,3637.0,2474.0,6111.0
88033,2016.0,45069,G,SEN,Republican Senator re-election,5717.0,4132.0,9849.0
88034,2020.0,45069,G,SEN,Republican Senator re-election,6504.0,4775.0,11279.0
88065,2002.0,45071,G,SEN,Republican open seat,4371.0,5247.0,9618.0
88066,2004.0,45071,G,SEN,Democratic open seat,5224.0,6894.0,12118.0
88067,2008.0,45071,G,SEN,Republican Senator re-election,6111.0,10064.0,16175.0
88068,2010.0,45071,G,SEN,Republican Senator re-election,3137.0,7700.0,10837.0
88069,2014.0,45071,S,SEN,Appointed Republican Senator Election,3777.0,6907.0,10684.0
88070,2014.0,45071,G,SEN,Republican Senator re-election,3792.0,6580.0,10372.0
88071,2016.0,45071,G,SEN,Republican Senator re-election,5772.0,10048.0,15820.0
88072,2020.0,45071,G,SEN,Republican Senator re-election,7094.0,11239.0,18333.0
88103,2002.0,45073,G,SEN,Republican open seat,5613.0,13392.0,19005.0
88104,2004.0,45073,G,SEN,Democratic open seat,9330.0,17185.0,26515.0
88105,2008.0,45073,G,SEN,Republican Senator re-election,8236.0,22305.0,30541.0
88106,2010.0,45073,G,SEN,Republican Senator re-election,3004.0,15642.0,18646.0
88107,2014.0,45073,G,SEN,Republican Senator re-election,3902.0,14909.0,18811.0
88108,2014.0,45073,S,SEN,Appointed Republican Senator Election,3927.0,15919.0,19846.0
88109,2016.0,45073,G,SEN,Republican Senator re-election,6722.0,25248.0,31970.0
88110,2020.0,45073,G,SEN,Republican Senator re-election,10576.0,29454.0,40030.0
88141,2002.0,45075,G,SEN,Republican open seat,19134.0,9583.0,28717.0
88142,2004.0,45075,G,SEN,Democratic open seat,25663.0,11812.0,37475.0
88143,2008.0,45075,G,SEN,Republican Senator re-election,25129.0,13346.0,38475.0
88144,2010.0,45075,G,SEN,Republican Senator re-election,16334.0,9710.0,26044.0
88145,2014.0,45075,S,SEN,Appointed Republican Senator Election,19625.0,8137.0,27762.0
88146,2014.0,45075,G,SEN,Republican Senator re-election,20537.0,7116.0,27653.0
88147,2016.0,45075,G,SEN,Republican Senator re-election,25384.0,12256.0,37640.0
88148,2020.0,45075,G,SEN,Republican Senator re-election,27720.0,13221.0,40941.0
88179,2002.0,45077,G,SEN,Republican open seat,7334.0,19142.0,26476.0
88180,2004.0,45077,G,SEN,Democratic open seat,11545.0,27465.0,39010.0
88181,2008.0,45077,G,SEN,Republican Senator re-election,12121.0,32158.0,44279.0
88182,2010.0,45077,G,SEN,Republican Senator re-election,3620.0,23108.0,26728.0
88183,2014.0,45077,G,SEN,Republican Senator re-election,5079.0,19208.0,24287.0
88184,2014.0,45077,S,SEN,Appointed Republican Senator Election,4551.0,22249.0,26800.0
88185,2016.0,45077,G,SEN,Republican Senator re-election,8858.0,37726.0,46584.0
88186,2020.0,45077,G,SEN,Republican Senator re-election,14066.0,42505.0,56571.0
88217,2002.0,45079,G,SEN,Republican open seat,56977.0,37413.0,94390.0
88218,2004.0,45079,G,SEN,Democratic open seat,80688.0,49729.0,130417.0
88219,2008.0,45079,G,SEN,Republican Senator re-election,87891.0,72654.0,160545.0
88220,2010.0,45079,G,SEN,Republican Senator re-election,38164.0,49730.0,87894.0
88221,2014.0,45079,S,SEN,Appointed Republican Senator Election,64867.0,43453.0,108320.0
88222,2014.0,45079,G,SEN,Republican Senator re-election,66231.0,39692.0,105923.0
88223,2016.0,45079,G,SEN,Republican Senator re-election,95045.0,66736.0,161781.0
88224,2020.0,45079,G,SEN,Republican Senator re-election,133642.0,58894.0,192536.0
88255,2002.0,45081,G,SEN,Republican open seat,2508.0,3335.0,5843.0
88256,2004.0,45081,G,SEN,Democratic open seat,3288.0,4177.0,7465.0
88257,2008.0,45081,G,SEN,Republican Senator re-election,3163.0,5282.0,8445.0
88258,2010.0,45081,G,SEN,Republican Senator re-election,1820.0,3980.0,5800.0
88259,2014.0,45081,G,SEN,Republican Senator re-election,1902.0,3493.0,5395.0
88260,2014.0,45081,S,SEN,Appointed Republican Senator Election,1804.0,3748.0,5552.0
88261,2016.0,45081,G,SEN,Republican Senator re-election,2691.0,5443.0,8134.0
88262,2020.0,45081,G,SEN,Republican Senator re-election,3023.0,6107.0,9130.0
88293,2002.0,45083,G,SEN,Republican open seat,22937.0,36237.0,59174.0
88294,2004.0,45083,G,SEN,Democratic open seat,36550.0,56006.0,92556.0
88295,2008.0,45083,G,SEN,Republican Senator re-election,43966.0,61117.0,105083.0
88296,2010.0,45083,G,SEN,Republican Senator re-election,15976.0,50091.0,66067.0
88297,2014.0,45083,G,SEN,Republican Senator re-election,18989.0,38016.0,57005.0
88298,2014.0,45083,S,SEN,Appointed Republican Senator Election,17570.0,45981.0,63551.0
88299,2016.0,45083,G,SEN,Republican Senator re-election,35239.0,79487.0,114726.0
88300,2020.0,45083,G,SEN,Republican Senator re-election,54475.0,91594.0,146069.0
88331,2002.0,45085,G,SEN,Republican open seat,13878.0,12563.0,26441.0
88332,2004.0,45085,G,SEN,Democratic open seat,20643.0,16744.0,37387.0
88333,2008.0,45085,G,SEN,Republican Senator re-election,23625.0,19906.0,43531.0
88334,2010.0,45085,G,SEN,Republican Senator re-election,11429.0,14456.0,25885.0
88335,2014.0,45085,S,SEN,Appointed Republican Senator Election,15891.0,13573.0,29464.0
88336,2014.0,45085,G,SEN,Republican Senator re-election,16307.0,12487.0,28794.0
88337,2016.0,45085,G,SEN,Republican Senator re-election,22916.0,19462.0,42378.0
88338,2020.0,45085,G,SEN,Republican Senator re-election,27791.0,20524.0,48315.0
88369,2002.0,45087,G,SEN,Republican open seat,4172.0,4503.0,8675.0
88370,2004.0,45087,G,SEN,Democratic open seat,5481.0,5704.0,11185.0
88371,2008.0,45087,G,SEN,Republican Senator re-election,6349.0,6881.0,13230.0
88372,2010.0,45087,G,SEN,Republican Senator re-election,3290.0,5265.0,8555.0
88373,2014.0,45087,G,SEN,Republican Senator re-election,3040.0,4081.0,7121.0
88374,2014.0,45087,S,SEN,Appointed Republican Senator Election,3070.0,4591.0,7661.0
88375,2016.0,45087,G,SEN,Republican Senator re-election,4514.0,6727.0,11241.0
88376,2020.0,45087,G,SEN,Republican Senator re-election,5105.0,7868.0,12973.0
88407,2002.0,45089,G,SEN,Republican open seat,6989.0,3453.0,10442.0
88408,2004.0,45089,G,SEN,Democratic open seat,9400.0,4560.0,13960.0
88409,2008.0,45089,G,SEN,Republican Senator re-election,10137.0,5662.0,15799.0
88410,2010.0,45089,G,SEN,Republican Senator re-election,7002.0,3819.0,10821.0
88411,2014.0,45089,G,SEN,Republican Senator re-election,7123.0,3344.0,10467.0
88412,2014.0,45089,S,SEN,Appointed Republican Senator Election,7125.0,3536.0,10661.0
88413,2016.0,45089,G,SEN,Republican Senator re-election,9179.0,5138.0,14317.0
88414,2020.0,45089,G,SEN,Republican Senator re-election,10493.0,5409.0,15902.0
88445,2002.0,45091,G,SEN,Republican open seat,15794.0,23513.0,39307.0
88446,2004.0,45091,G,SEN,Democratic open seat,26451.0,40777.0,67228.0
88447,2008.0,45091,G,SEN,Republican Senator re-election,34384.0,55975.0,90359.0
88448,2010.0,45091,G,SEN,Republican Senator re-election,14195.0,46568.0,60763.0
88449,2014.0,45091,G,SEN,Republican Senator re-election,18604.0,34585.0,53189.0
88450,2014.0,45091,S,SEN,Appointed Republican Senator Election,18533.0,36967.0,55500.0
88451,2016.0,45091,G,SEN,Republican Senator re-election,39249.0,68280.0,107529.0
88452,2020.0,45091,G,SEN,Republican Senator re-election,60738.0,80912.0,141650.0
88495,2002.0,46003,G,SEN,Democratic Senator re-election,875.0,698.0,1573.0
88496,2004.0,46003,G,SEN,Democratic Senator re-election,898.0,752.0,1650.0
88497,2008.0,46003,G,SEN,Democratic Senator re-election,1015.0,484.0,1499.0
88498,2010.0,46003,G,SEN,Republican Senator re-election,0.0,926.0,926.0
88499,2014.0,46003,G,SEN,Democratic open seat,355.0,480.0,835.0
88500,2016.0,46003,G,SEN,Republican Senator re-election,343.0,1073.0,1416.0
88501,2020.0,46003,G,SEN,Republican Senator re-election,403.0,1002.0,1405.0
88531,2002.0,46005,G,SEN,Democratic Senator re-election,4381.0,3499.0,7880.0
88532,2004.0,46005,G,SEN,Democratic Senator re-election,4734.0,3784.0,8518.0
88533,2008.0,46005,G,SEN,Democratic Senator re-election,5137.0,2589.0,7726.0
88534,2010.0,46005,G,SEN,Republican Senator re-election,0.0,4897.0,4897.0
88535,2014.0,46005,G,SEN,Democratic open seat,1622.0,3018.0,4640.0
88536,2016.0,46005,G,SEN,Republican Senator re-election,1809.0,5049.0,6858.0
88537,2020.0,46005,G,SEN,Republican Senator re-election,1986.0,5104.0,7090.0
88567,2002.0,46007,G,SEN,Democratic Senator re-election,899.0,694.0,1593.0
88568,2004.0,46007,G,SEN,Democratic Senator re-election,946.0,729.0,1675.0
88569,2008.0,46007,G,SEN,Democratic Senator re-election,783.0,418.0,1201.0
88570,2010.0,46007,G,SEN,Republican Senator re-election,0.0,728.0,728.0
88571,2014.0,46007,G,SEN,Democratic open seat,341.0,445.0,786.0
88572,2016.0,46007,G,SEN,Republican Senator re-election,382.0,758.0,1140.0
88573,2020.0,46007,G,SEN,Republican Senator re-election,437.0,729.0,1166.0
88603,2002.0,46009,G,SEN,Democratic Senator re-election,1858.0,1444.0,3302.0
88604,2004.0,46009,G,SEN,Democratic Senator re-election,1846.0,1678.0,3524.0
88605,2008.0,46009,G,SEN,Democratic Senator re-election,2129.0,1070.0,3199.0
88606,2010.0,46009,G,SEN,Republican Senator re-election,0.0,1965.0,1965.0
88607,2014.0,46009,G,SEN,Democratic open seat,785.0,1157.0,1942.0
88608,2016.0,46009,G,SEN,Republican Senator re-election,770.0,2253.0,3023.0
88609,2020.0,46009,G,SEN,Republican Senator re-election,834.0,2156.0,2990.0
88639,2002.0,46011,G,SEN,Democratic Senator re-election,6208.0,5128.0,11336.0
88640,2004.0,46011,G,SEN,Democratic Senator re-election,7196.0,6255.0,13451.0
88641,2008.0,46011,G,SEN,Democratic Senator re-election,9354.0,4485.0,13839.0
88642,2010.0,46011,G,SEN,Republican Senator re-election,0.0,7721.0,7721.0
88643,2014.0,46011,G,SEN,Democratic open seat,3195.0,4226.0,7421.0
88644,2016.0,46011,G,SEN,Republican Senator re-election,3947.0,8817.0,12764.0
88645,2020.0,46011,G,SEN,Republican Senator re-election,5746.0,8792.0,14538.0
88675,2002.0,46013,G,SEN,Democratic Senator re-election,9868.0,7226.0,17094.0
88676,2004.0,46013,G,SEN,Democratic Senator re-election,10750.0,7981.0,18731.0
88677,2008.0,46013,G,SEN,Democratic Senator re-election,12482.0,4993.0,17475.0
88678,2010.0,46013,G,SEN,Republican Senator re-election,0.0,9862.0,9862.0
88679,2014.0,46013,G,SEN,Democratic open seat,4023.0,5382.0,9405.0
88680,2016.0,46013,G,SEN,Republican Senator re-election,4793.0,11371.0,16164.0
88681,2020.0,46013,G,SEN,Republican Senator re-election,6283.0,11168.0,17451.0
88711,2002.0,46015,G,SEN,Democratic Senator re-election,1343.0,1157.0,2500.0
88712,2004.0,46015,G,SEN,Democratic Senator re-election,1382.0,1279.0,2661.0
88713,2008.0,46015,G,SEN,Democratic Senator re-election,1572.0,885.0,2457.0
88714,2010.0,46015,G,SEN,Republican Senator re-election,0.0,1525.0,1525.0
88715,2014.0,46015,G,SEN,Democratic open seat,451.0,889.0,1340.0
88716,2016.0,46015,G,SEN,Republican Senator re-election,554.0,1746.0,2300.0
88717,2020.0,46015,G,SEN,Republican Senator re-election,756.0,1735.0,2491.0
88747,2002.0,46017,G,SEN,Democratic Senator re-election,631.0,153.0,784.0
88748,2004.0,46017,G,SEN,Democratic Senator re-election,713.0,168.0,881.0
